PLAYER,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,PA,HBP,SAC,SF,GIDP,GO/AO,XBH,TB,IBB,BABIP,ISO,AB/HR,BB/K,BB%,SO%
Matt Holliday,LF,STL,141,520,103,156,31,1,22,94,69,86,6,1,.300,.389,.490,.879,602,9,0,4,31,1.10,54,255,5,.322,.190,23.64,.802,.115,.143
Matt Carpenter,2B,STL,157,626,126,199,55,7,11,78,72,98,3,3,.318,.392,.481,.873,717,9,3,7,4,0.81,73,301,1,.359,.163,56.91,.735,.100,.137
Matt Adams,1B,STL,108,296,46,84,14,0,17,51,23,80,0,1,.284,.335,.503,.838,319,0,0,0,9,1.10,31,149,0,.337,.220,17.41,.288,.072,.251
Yadier Molina,C,STL,136,505,68,161,44,0,12,80,30,55,3,2,.319,.359,.477,.836,541,3,0,3,14,0.95,56,241,4,.338,.158,42.08,.545,.055,.102
Carlos Beltran,RF,STL,145,554,79,164,30,3,24,84,38,90,2,1,.296,.339,.491,.830,600,1,1,6,12,0.71,57,272,1,.314,.195,23.08,.422,.063,.150
Allen Craig,1B,STL,134,508,71,160,29,2,13,97,40,100,2,0,.315,.373,.457,.830,563,10,0,5,12,1.18,44,232,2,.368,.142,39.08,.400,.071,.178
David Freese,3B,STL,138,462,53,121,26,1,9,60,47,106,1,2,.262,.340,.381,.721,521,9,0,3,25,1.83,36,176,1,.320,.119,51.33,.443,.090,.203
Jon Jay,CF,STL,157,548,75,151,27,2,7,67,52,103,10,5,.276,.351,.370,.721,628,14,9,5,13,1.44,36,203,7,.325,.095,78.29,.505,.083,.164
Shane Robinson,RF,STL,99,144,22,36,2,1,2,16,23,17,5,1,.250,.345,.319,.664,171,0,0,4,2,0.98,5,46,0,.264,.069,72.00,1.353,.135,.099
Daniel Descalso,SS,STL,123,328,43,78,25,1,5,43,22,56,6,3,.238,.290,.366,.656,358,3,3,2,7,1.16,31,120,5,.271,.128,65.60,.393,.061,.156
Pete Kozma,SS,STL,143,410,44,89,20,0,1,35,34,91,3,1,.217,.275,.273,.548,448,0,1,3,6,0.79,21,112,8,.274,.056,410.00,.374,.076,.203
Tony Cruz,C,STL,51,123,13,25,6,1,1,13,4,25,0,0,.203,.240,.293,.533,129,2,0,0,7,1.52,8,36,1,.247,.089,123.00,.160,.031,.194
Jake Westbrook,P,STL,21,34,5,6,2,0,0,4,4,12,1,0,.176,.263,.235,.498,42,0,4,0,1,5.67,2,8,0,.273,.059,-.--,.333,.095,.286
Rob Johnson,C,STL,20,35,2,6,1,1,0,2,3,6,0,0,.171,.237,.257,.494,38,0,0,0,2,1.88,2,9,0,.207,.086,-.--,.500,.079,.158
Adam Wainwright,P,STL,35,71,4,15,4,0,0,6,0,23,0,0,.211,.208,.268,.476,81,0,9,1,2,2.58,4,19,0,.306,.056,-.--,.---,.000,.284
Adron Chambers,X,STL,25,26,5,4,1,0,0,1,3,11,0,1,.154,.241,.192,.433,29,0,0,0,0,1.75,1,5,2,.267,.038,-.--,.273,.103,.379
Ty Wigginton,X,STL,47,57,9,9,2,0,0,3,5,19,0,1,.158,.238,.193,.431,63,1,0,0,1,1.07,2,11,1,.237,.035,-.--,.263,.079,.302
